year,start_station_id,total_bikes,started_at
2023,6779.04,1819,1819
2023,6779.05,840,840
2023,6782.01,506,506
2023,6786.02,1456,1456
2023,6787.02,21,21
2023,6793.01,12,12
2023,6795.01,896,896
2023,6798.01,99,99
2023,6801.01,1262,1262
2023,6804.01,140,140
2023,6806.06,273,273
2023,6809.07,1257,1257
2023,6809.09,1421,1421
2023,6810.01,27,27
2023,6812.06,520,520
2023,6814.01,309,309
2023,6816.07,1545,1545
2023,6817.15,70,70
2023,6819.15,564,564
2023,6822.09,2270,2270
2023,6824.07,1019,1019
2023,6825.03,49,49
2023,6827.11,683,683
2023,6830.02,867,867
2023,6836.07,186,186
2023,6839.04,1009,1009
2023,6839.10,1579,1579
2023,6840.02,20,20
2023,6842.02,178,178
2023,6847.02,1749,1749
2023,6847.05,1327,1327
2023,6848.04,18,18
2023,6850.01,486,486
2023,6854.05,888,888
2023,6855.02,42,42
2023,6857.09,376,376
2023,6860.12,703,703
2023,6865.03,364,364
2023,6869.06,29,29
2023,6869.10,52,52
2023,6873.01,294,294
2023,6876.04,2901,2901
2023,6877.05,42,42
2023,6877.06,15,15
2023,6879.04,263,263
2023,6884.03,1246,1246
2023,6885.01,13,13
2023,6887.03,316,316
2023,6889.12,1326,1326
2023,6890.01,949,949
2023,6890.06,1650,1650
2023,6893.10,275,275
2023,6896.16,892,892
2023,6901.01,181,181
2023,6904.06,982,982
2023,6905.02,13,13
2023,6907.03,196,196
2023,6912.01,2679,2679
2023,6912.01_Pillar,19,19
2023,6913.03,9,9
2023,6915.02,410,410
2023,6920.03,1318,1318
2023,6921.04,36,36
2023,6923.20,951,951
2023,6925.09,605,605
2023,6926.01,821,821
2023,6927.03,92,92
2023,6929.01,177,177
2023,6932.14,426,426
2023,6932.15,426,426
2023,6935.01,69,69
2023,6937.07,315,315
2023,6941.03,28,28
2023,6943.07,436,436
2023,6948.10,2729,2729
2023,6949.03,47,47
2023,6951.03,173,173
2023,6953.08,1528,1528
2023,6955.01,1069,1069
2023,6955.05,1471,1471
2023,6958.06,468,468
2023,6960.12,876,876
2023,6964.05,68,68
2023,6966.04,275,275
2023,6969.08,537,537
2023,6970.02,35,35
2023,6978.04,69,69
2023,6981.16,120,120
2023,6989.07,437,437
2023,6991.12,870,870
2023,6994.06,172,172
2023,6996.01,180,180
2023,6998.08,824,824
2023,7003.06,344,344
2023,7009.02,94,94
2023,7009.06,107,107
2023,7014.12,1643,1643
2023,7018.01,425,425
2023,7020.02,1562,1562
2023,7023.04,904,904
2023,7023.09,955,955
2023,7026.08,234,234
2023,7028.04,558,558
2023,7032.02,38,38
2023,7032.06,109,109
2023,7034.09,111,111
2023,7039.03,347,347
2023,7047.07,166,166
2023,7049.04,672,672
2023,7052.01,1752,1752
2023,7057.07,805,805
2023,7059.01,1353,1353
2023,7059.08,2465,2465
2023,7060.02,71,71
2023,7062.07,209,209
2023,7066.01,88,88
2023,7068.07,171,171
2023,7074.01,223,223
2023,7079.06,1251,1251
2023,7082.08,559,559
2023,7082.14,65,65
2023,7084.12,618,618
2023,7092.06,776,776
2023,7098.05,141,141
2023,7100.07,1200,1200
2023,7111.10,342,342
2023,7113.08,375,375
2023,7116.04,1289,1289
2023,7119.04,272,272
2023,7121.13,615,615
2023,7123.04,1645,1645
2023,7126.01,239,239
2023,7128.08,1081,1081
2023,7132.08,206,206
2023,7137.04,396,396
2023,7141.07,1737,1737
2023,7144.02,1294,1294
2023,7146.04,658,658
2023,7149.05,899,899
2023,7152.10,130,130
2023,7154.07,1200,1200
2023,7159.08,194,194
2023,7161.08,1137,1137
2023,7163.07,49,49
2023,7165.01,24,24
2023,7170.04,163,163
2023,7175.05,2554,2554
2023,7178.02,208,208
2023,7180.02,877,877
2023,7183.03,1077,1077
2023,7186.15,323,323
2023,7188.10,404,404
2023,7188.13,648,648
2023,7196.04,379,379
2023,7202.07,244,244
2023,7204.08,809,809
2023,7207.08,2047,2047
2023,7210.07,119,119
2023,7212.05,1596,1596
2023,7220.01,114,114
2023,7230.10,591,591
2023,7233.05,144,144
2023,7235.13,1021,1021
2023,7243.04,1163,1163
2023,7253.04,895,895
2023,7256.01,99,99
2023,7260.09,2821,2821
2023,7265.10,749,749
2023,7271.01,83,83
2023,7281.09,890,890
2023,7284.01,391,391
2023,7286.01,833,833
2023,7286.02,590,590
2023,7286.05,448,448
2023,7288.04,712,712
2023,7291.06,292,292
2023,7293.10,1081,1081
2023,7304.08,1012,1012
2023,7311.02,1858,1858
2023,7311.07,902,902
2023,7314.03,246,246
2023,7323.09,1676,1676
2023,7327.01,183,183
2023,7338.02,922,922
2023,7340.06,410,410
2023,7342.01,274,274
2023,7344.01,782,782
2023,7344.05,1122,1122
2023,7354.01,1225,1225
2023,7360.10,1405,1405
2023,7363.04,136,136
2023,7365.08,428,428
2023,7365.13,591,591
2023,7382.04,1379,1379
2023,7386.10,226,226
2023,7388.10,1053,1053
2023,7391.02,23,23
2023,7393.09,666,666
2023,7407.13,570,570
2023,7409.04,981,981
2023,7414.17,383,383
2023,7432.04,491,491
2023,7432.09,1581,1581
2023,7436.11,410,410
2023,7443.01,673,673
2023,7443.17,393,393
2023,7450.05,678,678
2023,7453.01,1452,1452
2023,7456.03,475,475
2023,7458.03,1184,1184
2023,7463.09,428,428
2023,7484.05,1304,1304
2023,7488.24,446,446
2023,7502.01,902,902
2023,7504.18,426,426
2023,7504.19,302,302
2023,7511.19,1293,1293
2023,7520.07,1283,1283
2023,7522.02,818,818
2023,7524.09,600,600
2023,7524.16,661,661
2023,7528.31,541,541
2023,7538.14,1257,1257
2023,7538.18,937,937
2023,7540.02,278,278
2023,7541.01,1157,1157
2023,7543.15,383,383
2023,7563.06,248,248
2023,7567.06,654,654
2023,7571.01,88,88
2023,7575.01,95,95
2023,7577.27,788,788
2023,7579.01,224,224
2023,7579.11,438,438
2023,7580.01,1611,1611
2023,7587.16,651,651
2023,7595.17,271,271
2023,7599.02,344,344
2023,7599.09,547,547
2023,7602.05,1109,1109
2023,7606.01,830,830
2023,7610.13,542,542
2023,7611.02,556,556
2023,7613.04,10,10
2023,7617.07,1036,1036
2023,7618.01,51,51
2023,7619.05,479,479
2023,7622.12,342,342
2023,7623.13,534,534
2023,7625.18,241,241
2023,7626.02,69,69
2023,7627.10,399,399
2023,7631.23,1363,1363
2023,7634.01,850,850
2023,7636.05,237,237
2023,7639.06,9,9
2023,7640.04,622,622
2023,7642.04,31,31
2023,7643.18,505,505
2023,7646.04,1122,1122
2023,7648.16,267,267
2023,7650.05,867,867
2023,7652.04,271,271
2023,7654.04,58,58
2023,7655.22,839,839
2023,7657.03,92,92
2023,7658.13,648,648
2023,7662.13,253,253
2023,7667.04,469,469
2023,7669.10,218,218
2023,7670.09,614,614
2023,7680.03,1345,1345
2023,7682.01,1574,1574
2023,7685.14,562,562
2023,7687.05,130,130
2023,7688.12,880,880
2023,7691.05,135,135
2023,7692.11,860,860
2023,7696.07,33,33
2023,7701.21,463,463
2023,7703.14,104,104
2023,7704.04,762,762
2023,7707.08,234,234
2023,7712.04,198,198
2023,7712.06,128,128
2023,7713.01,258,258
2023,7713.11,851,851
2023,7716.19,93,93
2023,7719.13,28,28
2023,7720.03,878,878
2023,7722.06,204,204
2023,7723.01,1124,1124
2023,7726.02,329,329
2023,7727.08,549,549
2023,7735.05,303,303
2023,7735.23,180,180
2023,7737.06,108,108
2023,7738.04,526,526
2023,7740.08,53,53
2023,7741.01,285,285
2023,7741.04,293,293
2023,7744.06,208,208
2023,7745.07,462,462
2023,7748.02,322,322
2023,7751.05,55,55
2023,7753.13,361,361
2023,7755.03,75,75
2023,7756.10,1111,1111
2023,7759.08,147,147
2023,7767.06,69,69
2023,7769.06,245,245
2023,7774.02,233,233
2023,7777.02,50,50
2023,7781.10,130,130
2023,7783.18,454,454
2023,7788.13,266,266
2023,7790.04,288,288
2023,7793.02,103,103
2023,7795.09,195,195
2023,7798.02,163,163
2023,7800.03,363,363
2023,7803.02,210,210
2023,7803.08,94,94
2023,7807.04,101,101
2023,7809.13,300,300
2023,7812.01,186,186
2023,7814.01,261,261
2023,7816.14,86,86
2023,7818.17,189,189
2023,7820.05,85,85
2023,7821.01,155,155
2023,7823.03,411,411
2023,7830.03,105,105
2023,7832.04,263,263
2023,7835.10,131,131
2023,7837.30,332,332
2023,7840.05,301,301
2023,7840.11,120,120
2023,7842.16,165,165
2023,7844.05,77,77
2023,7845.06,264,264
2023,7849.10,124,124
2023,7851.04,243,243
2023,7853.01,269,269
2023,7855.03,590,590
2023,7858.02,215,215
2023,7860.08,207,207
2023,7863.03,267,267
2023,7865.09,336,336
2023,7867.04,59,59
2023,7868.05,118,118
2023,7870.02,70,70
2023,7872.03,337,337
2023,7876.07,197,197
2023,7879.01,695,695
2023,7881.09,87,87
2023,7883.06,114,114
2023,7883.09,65,65
2023,7884.04,274,274
2023,7886.02,280,280
2023,7888.10,19,19
2023,7891.06,47,47
2023,7893.05,258,258
2023,7896.11,161,161
2023,7898.03,223,223
2023,7901.04,125,125
2023,7903.02,291,291
2023,7905.05,31,31
2023,7909.07,153,153
2023,7910.01,151,151
2023,7910.10,121,121
2023,7913.15,236,236
2023,7915.11,385,385
2023,7918.12,135,135
2023,7920.05,211,211
2023,7922.01,8,8
2023,7925.04,78,78
2023,7927.08,73,73
2023,7931.05,60,60
2023,7932.10,217,217
2023,7935.07,169,169
2023,7937.15,337,337
2023,7940.02,92,92
2023,7940.04,73,73
2023,7942.07,385,385
2023,7942.21,152,152
2023,7945.03,78,78
2023,7945.07,92,92
2023,7948.10,143,143
2023,7952.02,183,183
2023,7954.12,355,355
2023,7957.11,104,104
2023,7959.18,246,246
2023,7962.01,160,160
2023,7966.02,78,78
2023,7967.04,325,325
2023,7970.05,202,202
2023,7971.07,289,289
2023,7974.01,189,189
2023,7976.08,280,280
2023,7979.17,127,127
2023,7981.16,281,281
2023,7981.27,131,131
2023,7983.02,60,60
2023,7983.04,19,19
2023,7984.04,155,155
2023,7987.14,39,39
2023,7991.01,110,110
2023,7992.04,141,141
2023,7995.04,185,185
2023,7997.08,330,330
2023,8000.02,220,220
2023,8004.03,294,294
2023,8005.03,133,133
2023,8005.08,100,100
2023,8008.03,117,117
2023,8009.05,224,224
2023,8012.04,112,112
2023,8013.07,222,222
2023,8016.07,175,175
2023,8018.04,247,247
2023,8018.09,423,423
2023,8020.01,151,151
2023,8021.11,319,319
2023,8024.05,50,50
2023,8025.01,80,80
2023,8029.28,356,356
2023,8033.09,227,227
2023,8036.05,273,273
2023,8040.03,41,41
2023,8041.07,308,308
2023,8044.09,63,63
2023,8048.01,70,70
2023,8048.04,218,218
2023,8049.05,53,53
2023,8049.10,116,116
2023,8052.01,66,66
2023,8052.02,160,160
2023,8054.04,128,128
2023,8057.02,153,153
2023,8060.01,107,107
2023,8061.01,34,34
2023,8064.03,69,69
2023,8065.13,82,82
2023,8068.01,157,157
2023,8069.01,237,237
2023,8072.06,151,151
2023,8076.08,35,35
2023,8077.07,45,45
2023,8080.01,52,52
2023,8081.01,86,86
2023,8084.03,68,68
2023,8085.05,188,188
2023,8085.09,75,75
2023,8085.13,88,88
2023,8088.01,178,178
2023,8089.05,146,146
2023,8092.06,219,219
2023,8095.06,117,117
2023,8096.02,78,78
2023,8096.03,64,64
2023,8099.04,69,69
2023,8100.01,139,139
2023,8103.05,173,173
2023,8104.10,176,176
2023,8107.10,172,172
2023,8108.02,86,86
2023,8110.04,155,155
2023,8111.04,61,61
2023,8111.07,106,106
2023,8114.02,55,55
2023,8115.01,76,76
2023,8118.02,177,177
2023,8119.05,59,59
2023,8122.04,140,140
2023,8123.06,335,335
2023,8126.07,324,324
2023,8129.02,108,108
2023,8130.02,26,26
2023,8133.08,267,267
2023,8137.06,220,220
2023,8138.07,158,158
2023,8141.05,66,66
2023,8144.09,122,122
2023,8145.03,52,52
2023,8149.09,86,86
2023,8152.03,144,144
2023,8153.10,34,34
2023,8156.01,101,101
2023,8156.03,326,326
2023,8157.06,191,191
2023,8160.03,168,168
2023,8163.05,192,192
2023,8167.02,85,85
2023,8167.04,41,41
2023,8171.06,117,117
2023,8172.07,113,113
2023,8175.06,35,35
2023,8179.03,168,168
2023,8182.02,73,73
2023,8183.02,30,30
2023,8183.08,80,80
2023,8186.01,127,127
2023,8187.04,89,89
2023,8190.03,94,94
2023,8191.01,105,105
2023,8194.06,113,113
2023,8194.07,145,145
2023,8196.02,80,80
2023,8198.05,75,75
2023,8205.05,139,139
2023,8206.17,86,86
2023,8209.01,45,45
2023,8210.01,68,68
2023,8212.01,166,166
2023,8213.01,300,300
2023,8216.02,21,21
2023,8218.04,66,66
2023,8225.05,42,42
2023,8226.05,149,149
2023,8226.06,286,286
2023,8226.07,301,301
2023,8229.04,95,95
2023,8233.01,45,45
2023,8236.01,73,73
2023,8241.07,100,100
2023,8242.04,113,113
2023,8245.03,72,72
2023,8248.05,94,94
2023,8249.10,221,221
2023,8252.03,79,79
2023,8254.01,112,112
2023,8257.03,25,25
2023,8262.07,141,141
2023,8265.09,94,94
2023,8268.08,25,25
2023,8269.01,91,91
2023,8272.01,63,63
2023,8272.08,51,51
2023,8277.03,35,35
2023,8278.05,124,124
2023,8281.06,97,97
2023,8284.01,22,22
2023,8285.09,102,102
2023,8285.11,38,38
2023,8290.01,85,85
2023,8293.12,89,89
2023,8299.03,166,166
2023,8303.06,91,91
2023,8306.03,37,37
2023,8307.05,85,85
2023,8315.03,65,65
2023,8316.02,107,107
2023,8319.01,68,68
2023,8320.01,72,72
2023,8323.05,53,53
2023,8325.08,89,89
2023,8325.12,45,45
2023,8327.15,74,74
2023,8330.05,90,90
2023,8335.02,71,71
2023,8336.02,295,295
2023,8344.04,50,50
2023,8344.09,102,102
2023,8346.06,42,42
2023,8348.02,130,130
2023,8351.06,41,41
2023,8353.02,53,53
2023,8353.09,42,42
2023,8356.02,157,157
2023,8356.04,85,85
2023,8358.03,201,201
2023,8358.10,35,35
2023,8362.02,66,66
2023,8362.09,21,21
2023,8366.06,66,66
2023,8366.07,44,44
2023,8369.08,59,59
2023,8374.02,34,34
2023,8379.07,135,135
2023,8381.04,85,85
2023,8384.03,48,48
2023,8387.03,57,57
2023,8392.02,62,62
2023,8394.15,43,43
2023,8397.02,228,228
2023,8399.06,76,76
2023,8403.02,81,81
2023,8407.03,37,37
2023,8410.10,42,42
2023,8415.01,60,60
2023,8416.07,179,179
2023,8416.10,47,47
2023,8425.01,78,78
2023,8427.05,55,55
2023,8428.04,70,70
2023,8428.05,92,92
2023,8430.03,54,54
2023,8432.11,63,63
2023,8435.04,153,153
2023,8441.01,94,94
2023,8441.05,80,80
2023,8447.07,17,17
2023,8451.07,29,29
2023,8453.14,57,57
2023,8456.02,77,77
2023,8458.03,128,128
2023,8462.09,81,81
2023,8465.01,29,29
2023,8467.03,53,53
2023,8469.05,38,38
2023,8472.06,82,82
2023,8472.08,42,42
2023,8474.02,90,90
2023,8478.11,32,32
2023,8483.02,43,43
2023,8485.01,32,32
2023,8489.06,47,47
2023,8491.07,35,35
2023,8494.01,71,71
2023,8494.06,98,98
2023,8496.01,77,77
2023,8500.01,111,111
2023,8502.04,60,60
2023,8505.08,38,38
2023,8507.02,36,36
2023,8510.02,129,129
2023,8511.08,66,66
2023,8514.05,66,66
2023,8520.01,50,50
2023,8526.03,154,154
2023,8528.05,93,93
2023,8532.03,59,59
2023,8535.01,71,71
2023,8535.09,16,16
2023,8539.02,3,3
2023,8541.04,11,11
2023,8543.01,16,16
2023,8546.06,216,216
2023,8547.04,26,26
2023,8550.01,21,21
2023,8550.04,55,55
2023,8555.05,81,81
2023,8558.01,16,16
2023,8559.04,19,19
2023,8563.06,90,90
2023,8566.05,160,160
2023,8571.02,58,58
2023,8575.02,25,25
2023,8579.03,43,43
2023,8579.05,49,49
2023,8579.09,38,38
2023,8582.02,24,24
2023,8582.09,281,281
2023,8583.02,44,44
2023,8586.09,181,181
2023,8590.01,73,73
2023,8597.01,7,7
2023,8601.04,104,104
2023,8605.06,45,45
2023,8613.09,98,98
2023,8615.01,40,40
2023,8616.06,165,165
2023,8619.02,124,124
2023,8624.01,49,49
2023,8631.03,24,24
2023,8632.07,117,117
2023,8635.08,82,82
2023,8636.04,29,29
2023,8639.01,49,49
2023,8643.01,23,23
2023,8646.02,71,71
2023,8647.10,16,16
2023,8649.03,43,43
2023,8650.11,96,96
2023,8653.09,126,126
2023,8655.02,23,23
2023,8664.06,54,54
2023,8665.02,68,68
2023,8665.09,131,131
2023,8667.01,111,111
2023,8672.05,41,41
2023,8676.01,22,22
2023,8679.03,46,46
2023,8682.06,19,19
2023,8692.04,45,45
2023,8696.05,15,15
2023,8699.01,35,35
2023,8703.05,48,48
2023,8707.01,100,100
2023,8707.04,51,51
2023,8711.02,150,150
2023,8715.01,46,46
2023,8715.06,73,73
2023,8717.07,50,50
2023,8720.02,41,41
2023,8732.04,32,32
2023,8734.02,180,180
2023,8734.04,48,48
2023,8738.01,54,54
2023,8741.01,24,24
2023,8745.01,67,67
2023,8748.02,35,35
2023,8752.01,48,48
2023,8756.03,23,23
2023,8756.07,33,33
2023,8766.03,35,35
2023,8772.06,5,5
2023,8776.02,20,20
2023,8778.01,29,29
2023,8782.01,49,49
2023,8786.01,16,16
2023,8795.01,132,132
2023,8795.03,40,40
2023,8799.01,99,99
2023,8802.05,19,19
2023,8806.01,72,72
2023,8811.01,33,33
2023,8815.01,42,42
2023,8819.05,20,20
2023,8828.02,68,68
2023,8831.03,9,9
2023,8835.05,36,36
2023,8841.03,33,33
2023,8849.03,61,61
2023,8859.03,35,35
2023,8862.02,37,37
2023,8866.01,8,8
2023,8876.04,42,42
2023,8879.02,22,22
2023,8879.03,111,111
2023,8897.05,57,57
2023,HB101,2,2
2023,HB303,1,1
2023,HB404,1,1
2023,HB503,1,1
2023,HB506,1,1
2023,JC038,1,1
2023,JC059,1,1
2023,JC066,1,1
2023,JC072,1,1
2023,JC094,1,1
2023,JC104,1,1
2023,JC115,1,1
2023,JC116,1,1
2023,Lab - NYC,4,4
2023,SYS016,41,41
2023,SYS033,24,24
2023,SYS038,1,1
